Путь,Категории,Кол-во,УЗ,Формат,Рекомендации
Прочее\zhiv_cher.pdf,"standard_address: 8, payment_cvv: 16, special_health: 3",27,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\Анкета.docx,standard_address: 1,1,УЗ-4,.docx,Контроль доступа + Сверка
Прочее\Выписка из реестра ГА 06.05.01 06.05.02.pdf,"standard_dob: 3, standard_address: 1, state_passport: 1, state_inn: 1, payment_cvv: 2",8,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\ВыпискаТемы-ВКР-ИНоЗ_2025-выпуска.pdf,"standard_fio: 1, standard_address: 11, special_health: 3",15,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\Договор.docx,"standard_fio: 1, standard_dob: 1, standard_address: 3, payment_cvv: 4, special_health: 1",10,УЗ-1,.docx,AES-256 + RBAC + Аудит
Прочее\Заявление.docx,"standard_address: 1, payment_cvv: 2",3,УЗ-2,.docx,AES-256 + RBAC + Аудит
Прочее\Индивидуальный план работы аспиранта для набора 2022 г. (5).docx,standard_address: 17,17,УЗ-4,.docx,Контроль доступа + Сверка
Прочее\Инструкция по работе с информационными ресурсами.doc,"standard_fio: 1, standard_email: 1, standard_dob: 26, standard_address: 36, state_passport: 6, state_inn: 6, payment_cvv: 12",88,УЗ-2,.doc,AES-256 + RBAC + Аудит
Прочее\Информация о результатах приема 2024.pdf,"standard_fio: 1, standard_address: 1, payment_cvv: 128, special_health: 3",133,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\Координаты для связи с профильными структурными подразделениями_3.pdf,"standard_fio: 66, standard_phone: 37, standard_email: 66, standard_address: 30, state_snils: 1, payment_cvv: 112, special_health: 6",318,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\Лицей ЮФУ_ВД_расписание_2024-2025.pdf,"standard_fio: 2, standard_address: 3, payment_cvv: 3",8,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Лицей ЮФУ_ПОЛОЖЕНИЕ о ВД.pdf,"standard_dob: 7, standard_address: 1, payment_cvv: 5, special_health: 1",14,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\П114-ОД.pdf,"standard_fio: 2, standard_address: 18, payment_cvv: 2, special_health: 6",28,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\П1149_21.05.2025.pdf,"standard_fio: 4, standard_phone: 6, standard_dob: 23, standard_address: 37, state_passport: 6, state_inn: 6, payment_account: 18, payment_cvv: 25",125,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\П122-ОД_изменения в ОС_28.04.2023.pdf,"standard_dob: 38, standard_address: 3, payment_cvv: 18, special_health: 1",60,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\П1352 О стоимости в 2022_23гг 2х и последующих курсов.pdf,"standard_fio: 1, standard_address: 2",3,УЗ-4,.pdf,Контроль доступа + Сверка
Прочее\П1438.pdf,"standard_fio: 1, standard_dob: 2, standard_address: 1, payment_cvv: 2",6,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\П156-ОД.pdf,"standard_dob: 17, standard_address: 1",18,УЗ-4,.pdf,Контроль доступа + Сверка
Прочее\П1888-2.pdf,"standard_fio: 1, standard_dob: 2, standard_address: 1, payment_cvv: 2",6,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\П216-ОД.pdf,"standard_email: 2, special_health: 1",3,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\П2274 АБИМ.pdf,"standard_dob: 5, standard_address: 1, payment_cvv: 2",8,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\П245-ОД Регламент проведения выборов заведующего кафедрой.pdf,"standard_email: 2, special_health: 1",3,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\П247.pdf,"standard_dob: 9, standard_address: 13, state_passport: 1, state_inn: 1, payment_cvv: 15",39,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\П47-ОД_10.03.2023.pdf,"standard_fio: 2, standard_address: 1, special_health: 1",4,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\П47-ОД_МИМДО_03.03.2022.pdf,"standard_fio: 2, standard_dob: 1, standard_address: 3, payment_cvv: 2, special_health: 2",10,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\П70-ОД_37.03.01 Психология.pdf,"payment_cvv: 4, special_health: 2",6,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\П71-ОД_37.04.01 Психология.pdf,"standard_dob: 2, payment_cvv: 3, special_health: 2",7,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\П72-ОД_37.05.01_Клиническая психология.pdf,"payment_cvv: 10, special_health: 3",13,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\П73-ОД_37.05.02_Психология служ деят.pdf,"standard_address: 1, payment_cvv: 7, special_health: 8",16,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\ПП_2025_19.01.2025_итог.pdf,"standard_fio: 33, standard_phone: 16, standard_email: 3, standard_dob: 4, standard_address: 8, payment_cvv: 179, special_health: 6",249,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\ПРАВИЛА%20ПОСЕЩЕНИЯ%20ООПТ%20ФЕДЕРАЛЬНОГО%20ЗНАЧЕНИЯ%20(2).pdf,"standard_dob: 3, payment_cvv: 1",4,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Перечень документов.docx,"standard_fio: 1, standard_phone: 2, standard_email: 1, standard_address: 1, payment_cvv: 5",10,УЗ-2,.docx,AES-256 + RBAC + Аудит
Прочее\План создания МИП.pdf,"standard_dob: 2, standard_address: 2, payment_cvv: 4",8,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Порядок проведения.docx,"standard_email: 1, standard_dob: 1, payment_cvv: 7",9,УЗ-2,.docx,AES-256 + RBAC + Аудит
Прочее\Приказ 391.pdf,"standard_fio: 2, payment_cvv: 3",5,УЗ-2,.pdf,AES-256 + RBAC + Аудит
"Прочее\Приказ ФСТЭК России от 03_05.2023 N 74  Об утверждении требований оформлению заявления о предоставлении лицензии, разрешения.docx","standard_fio: 18, standard_email: 2, standard_dob: 1, standard_address: 4, payment_cvv: 51",76,УЗ-2,.docx,AES-256 + RBAC + Аудит
Прочее\Приказ ФСТЭК России от 30.10.2018 N 193.docx,"standard_fio: 6, standard_dob: 10, standard_address: 11, payment_cvv: 32",59,УЗ-2,.docx,AES-256 + RBAC + Аудит
Прочее\Приказ ЮФУ от 04.06.2021 N 115-ОД.pdf,"standard_address: 1, payment_cvv: 5, special_health: 5",11,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\Приказ ЮФУ от 07.02.2022  N 24-ОД.pdf,"standard_dob: 3, payment_cvv: 6, special_health: 5",14,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\Программа VIII  научного семинара Лаборатории экспериментальной лингвистики АГУ  Клиническая лингвистика.docx,"standard_fio: 4, standard_address: 1, state_passport: 1, state_inn: 1, payment_cvv: 3",10,УЗ-2,.docx,AES-256 + RBAC + Аудит
Прочее\Р688.pdf,"standard_fio: 2, standard_phone: 1, standard_email: 1, standard_dob: 16, standard_address: 16, state_passport: 1, state_inn: 1, payment_account: 1, payment_cvv: 13, special_health: 1",53,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\РУКОВОДСТВО_ПО_БРЕНДИНГУ_2025.pdf,"standard_fio: 3, standard_phone: 4, standard_email: 5, standard_address: 3, payment_cvv: 17",32,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Ранжированные списки (по итогам апелляций).pdf,"standard_fio: 7, payment_cvv: 104",111,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Регламент 10-ОД.pdf,"standard_dob: 4, payment_cvv: 1",5,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Реестр экскурсоводов 2024_ 02.12.2024.pdf,"standard_fio: 3, standard_phone: 39, standard_email: 29, standard_dob: 35, standard_address: 46, state_passport: 1, state_inn: 1, payment_cvv: 15",169,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Реестровая выписка ГА 25.02.25_СПО.pdf,"standard_fio: 1, standard_dob: 12, standard_address: 7, state_passport: 1, state_inn: 1, payment_cvv: 64, special_health: 4",90,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\Реестровая выписка л_22.08.25.pdf,"standard_fio: 94, standard_email: 2, standard_address: 41, state_passport: 1, state_inn: 1, payment_cvv: 206, special_health: 7",352,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\Реестровая выписка_29.05.29025.pdf,"standard_dob: 3, standard_address: 1, state_passport: 1, state_inn: 1, payment_cvv: 2",8,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Согласие законного представителя.docx,"standard_dob: 2, standard_address: 1, payment_cvv: 3",6,УЗ-2,.docx,AES-256 + RBAC + Аудит
Прочее\Согласие участника конкурса.docx,"standard_dob: 2, standard_address: 1, payment_cvv: 3",6,УЗ-2,.docx,AES-256 + RBAC + Аудит
Прочее\Согласие_ПДн_(map.ncpti.ru).rtf,"standard_dob: 3, standard_address: 1, state_passport: 1, state_inn: 1, payment_cvv: 3",9,УЗ-2,.rtf,AES-256 + RBAC + Аудит
Прочее\доп. об изменении цены_2ред.doc,"standard_phone: 1, standard_email: 1, standard_dob: 2, standard_address: 5, state_passport: 1, state_inn: 1, payment_account: 1, payment_bik: 1, payment_cvv: 11",24,УЗ-2,.doc,AES-256 + RBAC + Аудит
Прочее\коммерческое%20предложение.pdf,"standard_address: 1, payment_cvv: 77",78,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\патентов и ПЭВМ - ЮФУ.pdf,"standard_fio: 1031, standard_dob: 599, standard_address: 11, state_passport: 448, state_inn: 448, payment_cvv: 637, special_health: 32",3206,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\режим%20работы%20и%20прейскурант-.pdf,"standard_address: 1, payment_cvv: 1",2,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\сайт_Наука_Микросистемная техника и интегральная сенсорика.pdf,"standard_email: 3, payment_cvv: 13",16,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\السيرة الذاتية د. صبحي شرف عميد الكلية 13-3 - Copy.pdf,"standard_email: 1, state_passport: 2, state_inn: 2, payment_cvv: 5",10,УЗ-2,.pdf,AES-256 + RBAC + Аудит
