Путь,Категории,Кол-во,УЗ,Формат,Рекомендации
Прочее\Informatsionnoe-pismo-Olimpiada-SFEDU-English-25.doc,"standard_fio: 2, standard_phone: 1, standard_email: 4, standard_dob: 10, standard_address: 9, state_passport: 2, state_inn: 2, payment_cvv: 8",38,УЗ-2,.doc,AES-256 + RBAC + Аудит
Прочее\Informatsionnoe-pismo_2024.pdf,"standard_fio: 2, standard_email: 1, standard_dob: 1, standard_address: 6, payment_cvv: 12, special_health: 1",23,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\Instr_test_2024.pdf,"standard_phone: 1, standard_email: 1, payment_cvv: 3",5,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Instr_test_2025.pdf,payment_cvv: 3,3,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Integrated Marine Research Center.pdf,"standard_phone: 2, standard_email: 2, payment_cvv: 6",10,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\International%20transport%20law.pdf,"standard_email: 2, state_passport: 1, state_inn: 1, payment_cvv: 2",6,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\KCP_asp_2025.pdf,"standard_fio: 1, standard_address: 21, payment_cvv: 2, special_health: 5",29,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\KCP_bs_2025.pdf,"standard_address: 46, payment_cvv: 88, special_health: 3",137,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\KCP_mag_2025.pdf,"standard_address: 45, payment_cvv: 87, special_health: 5",137,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\KD_013.pdf,"standard_fio: 2, standard_dob: 2, standard_address: 14, payment_cvv: 4",22,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\KD_014_rus.pdf,"standard_fio: 5, standard_dob: 2, standard_address: 16, payment_cvv: 4",27,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\KD_SPA_2023.pdf,"standard_fio: 15, standard_phone: 2, standard_email: 1, standard_dob: 4, standard_address: 4, payment_cvv: 7, special_health: 5",38,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\LLM_brochure_2025.pdf,"standard_email: 1, payment_cvv: 6",7,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Language_Teaching_in_the_Modern_Digital_Era.pdf,payment_cvv: 15,15,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Life%20safety.pdf,standard_email: 1,1,УЗ-4,.pdf,Контроль доступа + Сверка
Прочее\MBA_brochure_2025.pdf,"standard_email: 1, payment_cvv: 7",8,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\MCA_brochure_2025.pdf,"standard_email: 1, payment_cvv: 6",7,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\MSC_DS_2025.pdf,"standard_email: 1, payment_cvv: 8",9,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Management%20advances%20in%20hospitality.pdf,"standard_email: 1, payment_cvv: 4",5,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Media-Kit_KG_2020.pdf,"standard_fio: 2, standard_phone: 74, standard_address: 55, payment_cvv: 704",835,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Modern Microscopy.pdf,"standard_email: 2, standard_dob: 1, payment_cvv: 1",4,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Modern%20technology%20for%20improving%20the%20productivity%20of%20regional%20studies%20communications.pdf,"standard_email: 1, payment_cvv: 3",4,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\ModernSoftware_oral_exam.pdf,payment_cvv: 2,2,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Molecular_spectrostroscopy.pdf,"standard_email: 1, standard_dob: 1, payment_cvv: 2",4,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\N413_17_05_2012.rtf,"standard_dob: 164, payment_cvv: 32",196,УЗ-2,.rtf,AES-256 + RBAC + Аудит
Прочее\NSS_Actvities.pdf,payment_cvv: 2,2,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Nanoscale_substance_structure.pdf,payment_cvv: 1,1,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Nanotechnologies.pdf,"standard_email: 1, payment_cvv: 1",2,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\New%20managerial%20opportunities%20for%20modern%20organization.pdf,standard_email: 1,1,УЗ-4,.pdf,Контроль доступа + Сверка
Прочее\Notification & Invitation - 11th Convocation of Manipal University Jaipur.pdf,"standard_email: 3, payment_cvv: 1",4,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Ombadsuperson.pdf,"standard_email: 2, standard_dob: 10, state_inn: 1, payment_cvv: 48",61,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Otchet%202016.pdf,"standard_fio: 45, standard_phone: 5, standard_dob: 7, standard_address: 61, payment_cvv: 638, special_health: 17, special_religion: 1",774,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\Otchet_2011.pdf,"standard_fio: 3, standard_address: 9, payment_cvv: 2",14,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Otchet_2012.pdf,"standard_fio: 9, standard_address: 5, payment_cvv: 1",15,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Otchet_2013.pdf,"standard_fio: 5, standard_address: 13, payment_cvv: 17",35,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Otchet_2014_rus.pdf,"standard_fio: 3, standard_dob: 4, standard_address: 13, state_inn: 1, payment_cvv: 37",58,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Otchet_mezhdunarodnaya_deyatelnost_2016.pdf,"standard_fio: 93, standard_email: 32, standard_dob: 46, standard_address: 50, state_inn: 2, payment_cvv: 49",272,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Otchet_nauka_2016.pdf,"standard_fio: 59, standard_dob: 40, standard_address: 77, payment_cvv: 76",252,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Ovsepyan%20Course%20syllabus.pdf,"standard_email: 1, payment_cvv: 2",3,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\P142_22.05.2023.pdf,"standard_fio: 1, standard_dob: 3, payment_cvv: 2, special_health: 1",7,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\P201-OD.pdf,"standard_fio: 24, standard_dob: 14, standard_address: 2, payment_cvv: 10",50,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\P248_2022.pdf,"standard_fio: 1, standard_address: 3, payment_cvv: 6",10,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\P982.pdf,"standard_fio: 4, standard_address: 15, payment_cvv: 7266, special_health: 4",7289,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\PCTE-2025.pdf,payment_cvv: 40,40,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\PP%20BSM%202025.pdf,"standard_fio: 29, standard_dob: 16, standard_address: 11, payment_cvv: 174, special_health: 9",239,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\PROGRAMMA%20FESTIVAL.pdf,"standard_fio: 33, standard_dob: 1, standard_address: 5, payment_cvv: 8, special_health: 2",49,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\Perechen_poruchenii.pdf,"standard_fio: 3, standard_address: 4, special_health: 1",8,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\Planes2015_anodual_rus.pdf,"standard_fio: 7, standard_address: 1, payment_cvv: 1",9,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Planes2015_rus.pdf,"standard_fio: 10, standard_address: 15, payment_cvv: 9",34,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Planes2016_rus.pdf,"standard_fio: 19, standard_address: 15, payment_cvv: 6",40,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Planes_Aula_Hispánica_2016_rus_osen.doc,"standard_email: 2, standard_address: 4",6,УЗ-4,.doc,Контроль доступа + Сверка
Прочее\Planes_Aula_Hispánica_2017_rus_vesna.doc,"standard_email: 2, standard_address: 5, payment_cvv: 4",11,УЗ-2,.doc,AES-256 + RBAC + Аудит
Прочее\Politika-PDN.pdf,"standard_dob: 2, standard_address: 3, payment_cvv: 2, special_health: 2",9,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\Politika_privatnosti_UB.pdf,"standard_fio: 1, standard_email: 3, payment_cvv: 10",14,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Postanovlenie Pravitelstva N 568.pdf,"standard_fio: 6, standard_dob: 17, standard_address: 8, payment_cvv: 14",45,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\PravilaPriema_2025_VO_izm_24.01.2025.pdf,"standard_fio: 48, standard_dob: 6, standard_address: 26, payment_cvv: 115, special_health: 8",203,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\Pravila_priema_2025_na_sait.pdf,"standard_fio: 13, standard_address: 3, payment_cvv: 120, special_health: 6",142,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\Pravila_priema_2025_v_SGUGiT_Bakalavriat_Specialitet.pdf,"standard_fio: 21, standard_dob: 14, standard_address: 3, payment_cvv: 130, special_health: 5",173,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\Pravila_priema_bac_spec_2025.pdf,"standard_fio: 17, standard_dob: 7, standard_address: 6, payment_cvv: 129, special_health: 6",165,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\President_Grants-2018-info.rtf,"standard_email: 1, payment_cvv: 1",2,УЗ-2,.rtf,AES-256 + RBAC + Аудит
Прочее\Prikaz 601.pdf,"standard_fio: 4, standard_dob: 50, standard_address: 4, payment_cvv: 59, special_health: 7",124,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\Prikaz П1421.pdf,"standard_address: 4, special_health: 2",6,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\Prikaz-1845_Application1-Report.rtf,"standard_email: 1, payment_cvv: 1",2,УЗ-2,.rtf,AES-256 + RBAC + Аудит
Прочее\Prikaz-1845_Application2-Act.rtf,"standard_email: 1, payment_cvv: 1",2,УЗ-2,.rtf,AES-256 + RBAC + Аудит
Прочее\Prikaz-1846_Application1-Report.rtf,"standard_email: 1, payment_cvv: 1",2,УЗ-2,.rtf,AES-256 + RBAC + Аудит
Прочее\Prikaz-1846_Application2-Act.rtf,"standard_email: 1, payment_cvv: 1",2,УЗ-2,.rtf,AES-256 + RBAC + Аудит
Прочее\Prikaz-1928_Application1-Report_form.rtf,"standard_email: 1, payment_cvv: 1",2,УЗ-2,.rtf,AES-256 + RBAC + Аудит
Прочее\Prikaz-1928_Application2-IC_codes.rtf,"standard_email: 1, payment_cvv: 1",2,УЗ-2,.rtf,AES-256 + RBAC + Аудит
Прочее\Prilogenie_Structural_division-report_form.rtf,"standard_email: 1, payment_cvv: 1",2,УЗ-2,.rtf,AES-256 + RBAC + Аудит
Прочее\Prioritet_itogi.pdf,standard_fio: 21,21,УЗ-4,.pdf,Контроль доступа + Сверка
Прочее\Prof.communication.pdf,"standard_email: 1, payment_cvv: 2",3,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Prog_stud_conf_Dec_es_2024_esp.pdf,payment_cvv: 9,9,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Prog_stud_conf_Dec_es_2024_rus.pdf,"standard_fio: 313, standard_address: 9, payment_cvv: 9, special_health: 5, special_race: 1",337,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\Progress%20report%20on%20the%20implementation%20of%20the%20Excellence%20Initiative%20-%20Research%20University%20by%20TUL.pdf,"standard_email: 1, payment_cvv: 51",52,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Prot1_17.10.2024.pdf,"standard_fio: 2, standard_dob: 13, standard_address: 5, state_snils: 206, payment_cvv: 622",848,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Prot2_20.02.2025.pdf,"standard_fio: 3, standard_dob: 14, standard_address: 2, state_snils: 190, payment_cvv: 581",790,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Prot3_11.03.2025.pdf,"standard_fio: 3, standard_dob: 12, standard_address: 2, state_snils: 130, payment_cvv: 399",546,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Prot4_17.07.2025.pdf,"standard_fio: 2, standard_dob: 3, standard_address: 2, state_snils: 125, payment_cvv: 376",508,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Protokol N3 2022.pdf,"standard_fio: 53, standard_phone: 2, standard_email: 2, standard_address: 5, payment_cvv: 4",66,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Protokol.pdf,"standard_fio: 37, standard_phone: 1, standard_email: 1, standard_dob: 1, standard_address: 7, special_health: 1",48,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\Protokol_0.pdf,"standard_fio: 20, standard_phone: 1, standard_email: 1, standard_address: 4, payment_cvv: 3, special_health: 1",30,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\Protokol_04_02_2021.pdf,"standard_fio: 67, standard_phone: 1, standard_email: 1, standard_address: 11, payment_cvv: 5, special_health: 5",90,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\Protokol_1.pdf,"standard_fio: 9, standard_phone: 1, standard_email: 1, standard_address: 3, payment_cvv: 3",17,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Protokol_20.pdf,"standard_fio: 17, standard_email: 1, standard_address: 5, payment_cvv: 3",26,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Protokol_6_06.09.2023.pdf,"standard_fio: 90, standard_phone: 2, standard_email: 2, standard_address: 4, payment_cvv: 2",100,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Protokol_prez_N2.pdf,"standard_fio: 99, standard_phone: 1, standard_email: 1, standard_address: 8, payment_cvv: 6",115,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Public Self Disclosure.pdf,"standard_email: 9, state_passport: 2, state_inn: 2",13,УЗ-3,.pdf,Контроль доступа + Сверка
Прочее\Public_Self_Disclosure_DSU.pdf,"standard_email: 10, state_passport: 8, state_inn: 8, payment_cvv: 3",29,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\QC3.pdf,"standard_email: 2, state_passport: 2, state_inn: 2, payment_cvv: 3",9,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\RSOCH_2025.pdf,"standard_fio: 23, standard_address: 1, payment_cvv: 102, special_health: 105",231,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\Raport_2024_EN.pdf,payment_cvv: 289,289,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Raport_comisia_etica.pdf,"standard_dob: 23, payment_cvv: 2",25,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Rasporiagenie-1092-p_report-form.rtf,"standard_email: 1, payment_cvv: 1",2,УЗ-2,.rtf,AES-256 + RBAC + Аудит
Прочее\Rasporiagenie-1129-p_Application-sample.rtf,"standard_email: 1, payment_cvv: 1",2,УЗ-2,.rtf,AES-256 + RBAC + Аудит
Прочее\Russian_Cultural_Studies.pdf,"standard_address: 4, payment_cvv: 5",9,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\SELF_PORTRAIT_english_2025_ONLINE%20%281%29.pdf,"standard_email: 5, standard_dob: 1, payment_cvv: 506",512,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\SFedU_.pdf,"standard_email: 2, payment_cvv: 6",8,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\STEM.pdf,"standard_address: 4, payment_cvv: 10",14,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\SciFinder%20Discovery%20Platform.pdf,"standard_address: 6, payment_cvv: 13, special_health: 8",27,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\SoE_Brochure_2025.pdf,"standard_email: 1, payment_cvv: 15",16,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\SoL_Brochure.pdf,"standard_email: 1, payment_cvv: 12",13,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Sobre_nosotros_2025_compressed.pdf,standard_fio: 5,5,УЗ-4,.pdf,Контроль доступа + Сверка
Прочее\Sootv_asp_2025.pdf,"standard_fio: 7, standard_dob: 1, standard_address: 1, payment_cvv: 1, special_health: 10",20,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\Sootv_mag_2025.pdf,"standard_fio: 53, standard_address: 1, payment_cvv: 1, special_health: 27",82,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\Spanish%20course%20A.pdf,"standard_fio: 11, standard_dob: 66, standard_address: 29, payment_cvv: 42, special_race: 1",149,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\Spanish%20course%20B.pdf,"standard_fio: 9, standard_dob: 66, standard_address: 22, payment_cvv: 43",140,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Spisok_citiruemosti_NII_Phys.docx,payment_cvv: 783,783,УЗ-2,.docx,AES-256 + RBAC + Аудит
Прочее\Spisok_indiv_dostig.pdf,"standard_fio: 4, payment_cvv: 1",5,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Sred_ZPL_Adm_2016.pdf,"standard_fio: 11, standard_dob: 22, standard_address: 1, payment_cvv: 22",56,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Structural_division_Report_Form.rtf,"standard_email: 1, payment_cvv: 1",2,УЗ-2,.rtf,AES-256 + RBAC + Аудит
Прочее\Structure_20190114.pdf,"standard_fio: 2, standard_address: 5, payment_cvv: 73",80,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Telephone_Directory1.pdf,"standard_email: 38, state_passport: 38, state_inn: 38",114,УЗ-3,.pdf,Контроль доступа + Сверка
Прочее\Tesis_kruglii_stol_1.pdf,standard_fio: 1,1,УЗ-4,.pdf,Контроль доступа + Сверка
Прочее\The_SRC.pdf,"standard_email: 1, payment_cvv: 4",5,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Theory%20and%20methodology%20of%20research%20and%20teaching%20in%20hospitality%20industry.pdf,"standard_email: 5, payment_cvv: 2",7,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Thesis_kruglii_stol.pdf,"standard_fio: 7, standard_address: 2, payment_cvv: 6",15,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Tourism%20development.pdf,"standard_email: 1, payment_cvv: 2",3,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\Trusted_AI_for_Blockchain.pdf,payment_cvv: 18,18,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\TsKP_Biotekhnologia_biomeditsina_i_ekologicheskiy_monitoring_Babeshko.pdf,"standard_phone: 1, standard_email: 1, payment_cvv: 1",3,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\UGC-Form-Annexures.pdf,payment_cvv: 25,25,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\UGC-Proforma.pdf,"standard_email: 5, standard_dob: 20, state_passport: 1, state_inn: 1, payment_cvv: 57",84,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\UGC-Public-Self-Disclosure-document.pdf,"standard_email: 12, state_passport: 8, state_inn: 8",28,УЗ-3,.pdf,Контроль доступа + Сверка
Прочее\UKS_Campus_Map_English.pdf,standard_email: 1,1,УЗ-4,.pdf,Контроль доступа + Сверка
Прочее\Ukaz Prezidenta 147_01.04.16.doc,"standard_fio: 51, standard_address: 28, payment_cvv: 11, special_health: 7",97,УЗ-1,.doc,AES-256 + RBAC + Аудит
Прочее\Ukaz Prezidenta 226.rtf,"standard_fio: 61, standard_dob: 2, standard_address: 28, payment_cvv: 17, special_health: 9",117,УЗ-1,.rtf,AES-256 + RBAC + Аудит
Прочее\Ukaz Prezidenta 364_15.06.15.rtf,"standard_fio: 38, payment_cvv: 19, special_health: 3",60,УЗ-1,.rtf,AES-256 + RBAC + Аудит
Прочее\Ukaz Prezidenta 378.pdf,"standard_fio: 77, standard_address: 26, payment_cvv: 9, special_health: 3",115,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\Ukaz Prezidenta 478_16.08.21.pdf,"standard_fio: 80, standard_address: 45, payment_cvv: 10, special_health: 20",155,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\Urban_Design.pdf,"standard_fio: 3, payment_cvv: 34",37,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\VSOCH_2025.pdf,"standard_fio: 147, special_health: 3",150,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\VUZUFO.doc,"standard_fio: 31, standard_address: 1",32,УЗ-4,.doc,Контроль доступа + Сверка
Прочее\Vistavka_rus-iaz.pdf,standard_address: 1,1,УЗ-4,.pdf,Контроль доступа + Сверка
Прочее\Vtoroe_informatcionnoe_pis`mo_Kongress_2025.pdf,"standard_phone: 2, standard_email: 1, payment_cvv: 4",7,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\accreditation.pdf,"standard_fio: 2, standard_dob: 3, standard_address: 4, state_passport: 1, state_inn: 1, payment_cvv: 3",14,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\aerospace_engg_2025.pdf,"standard_email: 1, payment_cvv: 69",70,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\allied_health_sciences_2025.pdf,"standard_email: 1, payment_cvv: 7",8,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\anatom_fiziolog.pdf,payment_cvv: 1,1,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\annot_spec.pdf,"standard_address: 1, special_health: 1",2,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\ar_1.pdf,"standard_fio: 1, standard_phone: 7, standard_email: 1, standard_dob: 1, standard_address: 5, payment_cvv: 20, special_health: 2",37,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\arh_komp.pdf,"standard_address: 2, payment_cvv: 2",4,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\ayd%C4%B1nlatma%20metni%20-%20Copy%202.pdf,"standard_email: 4, standard_dob: 9, payment_cvv: 8",21,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\besp_s.pdf,"standard_dob: 1, standard_address: 7, payment_cvv: 22",30,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\bezop_komp.pdf,"standard_fio: 1, payment_cvv: 6, special_health: 1",8,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\bio.pdf,"standard_address: 3, special_health: 4",7,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\bio_him_obr.pdf,"standard_address: 3, payment_cvv: 3, special_health: 2",8,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\bio_ino.pdf,"standard_address: 3, special_health: 4",7,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\bpharma_2025.pdf,"standard_email: 1, payment_cvv: 5",6,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\bpt_2025.pdf,"standard_email: 1, payment_cvv: 6",7,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\bsc_msc_nursing_2025.pdf,"standard_email: 1, standard_dob: 1, payment_cvv: 5",7,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\c50dea3311d9c12cf6e941d47f574300.pdf,"standard_fio: 3, standard_address: 20, payment_cvv: 6, special_health: 1",30,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\cher.pdf,"standard_address: 3, payment_cvv: 12",15,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\chislen0603.pdf,"standard_phone: 5, state_passport: 1, payment_cvv: 76",82,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\confl25.pdf,"standard_fio: 6, standard_phone: 2, standard_email: 2, standard_address: 3, payment_cvv: 8, special_health: 1",22,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\contests.pdf,payment_cvv: 2,2,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\copy_of_shortlist-of-recommended-courses-2022-2023-21-09-2022.pdf,payment_cvv: 1,1,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\cpgz2j07avd690b8sv0s21rxpuypsq9t.pdf,"standard_fio: 12, standard_dob: 7, standard_address: 29, payment_cvv: 61",109,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\d1e7a0684a9e51c599fb223264e96189.pdf,"standard_fio: 5, standard_email: 1, standard_dob: 2, standard_address: 6, payment_cvv: 6",20,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\diz_komp.pdf,"standard_address: 3, payment_cvv: 11, special_health: 2",16,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\do-market-commentary-global-disclosure.pdf,"standard_email: 1, payment_cvv: 8",9,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\dsu-symposium-2024.pdf,"standard_email: 1, standard_dob: 5, payment_cvv: 3",9,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\e341c346955f24a09fba0a84d37a870a.pdf,"standard_fio: 3, standard_address: 20, payment_cvv: 6, special_health: 1",30,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\ece_2025.pdf,"standard_email: 1, payment_cvv: 9",10,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\edvr4ufwv5zh72zrpiplz60e2rtwethf.pdf,"standard_fio: 13, standard_dob: 5, standard_address: 24, payment_cvv: 29",71,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\eko_geo.pdf,"standard_fio: 4, standard_address: 11, payment_cvv: 22, special_health: 2",39,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\eko_mon.pdf,"standard_fio: 2, standard_address: 18, payment_cvv: 51, special_health: 1",72,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\eko_str.pdf,"standard_fio: 1, standard_address: 15, payment_cvv: 24, special_health: 2",42,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\ekol_prirod.pdf,"standard_fio: 1, standard_dob: 1, standard_address: 5, payment_cvv: 33, special_health: 4",44,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\emir-frandt-disclosure.pdf,"standard_email: 2, payment_cvv: 1",3,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\emir-frandt-request-for-proposal.pdf,"standard_email: 3, payment_cvv: 2",5,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\ergo.pdf,"standard_fio: 3, standard_address: 4, payment_cvv: 23, special_health: 1",31,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\f1m24swvehna3obtnn9xofw2bff4emsq.pdf,"standard_dob: 1, standard_address: 1, payment_cvv: 20",22,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\f985xk95uk352rnl7d2guv812ndifv14.pdf,"standard_fio: 8, standard_address: 26, payment_cvv: 25",59,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\fb66cb01477a968bfe786611fb0eea9b.pdf,"standard_fio: 5, standard_address: 21, payment_cvv: 8, special_health: 1",35,УЗ-1,.pdf,AES-256 + RBAC + Аудит
